"year","cgHeadId","cgPlaId","startDateEarly","startDateLate","endDateEarly","endDateLate","note"
2005,2005000213,2946,"2005-08-04","2005-08-04","2005-08-20","2005-08-20",
2005,2005000215,2957,"2005-07-14","2005-07-14","2005-07-28","2005-07-28",
2005,2005000214,2956,"2005-07-07","2005-07-07","2005-07-17","2005-07-17",
2005,2005000216,2959,"2005-07-09","2005-07-09","2005-07-22","2005-07-22",
2005,2005000217,2959,"2005-07-02","2005-07-02","2005-07-14","2005-07-14",
2005,2005000218,2995,"2005-07-02","2005-07-02","2005-07-13","2005-07-13",
2005,2005000219,3002,"2005-07-09","2005-07-09","2005-07-21","2005-07-21",
2005,2005000220,3014,"2005-07-05","2005-07-05","2005-07-16","2005-07-16",
2005,2005000225,3086,"2005-07-16","2005-07-16","2005-07-27","2005-07-27",
2005,2005000223,3089,"2005-07-24","2005-07-24","2005-08-09","2005-08-09",
2005,2005000224,3089,"2005-07-10","2005-07-10","2005-07-24","2005-07-24",
2005,2005000222,3138,"2005-07-10","2005-07-10","2005-07-19","2005-07-19",
2005,2005000221,3140,"2005-07-09","2005-07-09","2005-07-18","2005-07-18",
2005,2005000226,3219,"2005-07-06","2005-07-06","2005-07-20","2005-07-20",
2005,2005000227,3222,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000233,3261,"2005-07-06","2005-07-06","2005-07-17","2005-07-17",
2005,2005000228,3351,"1911-01-01","1911-01-01","2005-07-23","2005-07-23",
2005,2005000231,3372,"2005-07-12","2005-07-12","2005-07-23","2005-07-23",
2005,2005000234,174,"2005-07-02","2005-07-02","2005-07-13","2005-07-13",
2005,2005000235,1169,"2005-07-05","2005-07-05","2005-07-18","2005-07-18",
2005,2005000246,1265,"2005-07-03","2005-07-03","2005-07-16","2005-07-16",
2005,2005000050,209,"2005-07-12","2005-07-12","2005-07-21","2005-07-21",
2005,2005000048,209,"2005-07-11","2005-07-11","2005-07-21","2005-07-21",
2005,2005000049,209,"2005-07-11","2005-07-11","2005-07-20","2005-07-20",
2005,2005000053,202,"2005-07-07","2005-07-07","2005-07-18","2005-07-18",
2005,2005000068,245,"2005-07-01","2005-07-01","2005-07-13","2005-07-13",
2005,2005000084,238,"2005-07-06","2005-07-06","2005-07-16","2005-07-16",
2005,2005000088,237,"2005-07-05","2005-07-05","2005-07-13","2005-07-13",
2005,2005000089,226,"2005-07-04","2005-07-04","2005-07-14","2005-07-14",
2005,2005000094,225,"2005-07-11","2005-07-11","2005-07-23","2005-07-23",
2005,2005000095,222,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000249,1282,"2005-07-18","2005-07-18","2005-07-29","2005-07-29",
2005,2005000247,1282,"2005-07-18","2005-07-18","2005-07-29","2005-07-29",
2005,2005000251,1282,"2005-07-21","2005-07-21","2005-07-31","2005-07-31",
2005,2005000096,19,"2005-07-05","2005-07-05","2005-07-15","2005-07-15",
2005,2005000099,19,"2005-07-08","2005-07-08","2005-07-16","2005-07-16",
2005,2005000100,19,"2005-07-06","2005-07-06","2005-07-14","2005-07-14",
2005,2005000102,15,"2005-07-09","2005-07-09","2005-07-19","2005-07-19",
2005,2005000104,12,"2005-07-10","2005-07-10","2005-07-20","2005-07-20",
2005,2005000107,3,"2005-07-11","2005-07-11","2005-07-22","2005-07-22",
2005,2005000114,3,"2005-07-08","2005-07-08","2005-07-19","2005-07-19",
2005,2005000242,253,"2005-07-02","2005-07-02","2005-07-16","2005-07-16",
2005,2005000237,251,"2005-07-08","2005-07-08","2005-07-22","2005-07-22",
2005,2005000236,249,"2005-07-04","2005-07-04","2005-07-15","2005-07-15",
2005,2005000426,288,"2005-07-05","2005-07-05","2005-07-15","2005-07-15",
2005,2005000427,288,"2005-07-03","2005-07-03","2005-07-14","2005-07-14",
2005,2005000245,287,"2005-07-10","2005-07-10","2005-07-23","2005-07-23",
2005,2005000244,287,"2005-07-05","2005-07-05","2005-07-21","2005-07-21",
2005,2005000243,282,"2005-07-07","2005-07-07","2005-07-18","2005-07-18",
2005,2005000241,278,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000239,276,"2005-07-01","2005-07-01","2005-07-14","2005-07-14",
2005,2005000238,276,"2005-07-04","2005-07-04","2005-07-15","2005-07-15",
2005,2005000298,850,"2005-07-01","2005-07-01","2005-07-15","2005-07-15",
2005,2005000002,1329,"2005-07-01","2005-07-01","2005-07-12","2005-07-12",
2005,2005000003,1329,"2005-07-11","2005-07-11","2005-07-22","2005-07-22",
2005,2005000253,315,"2005-07-06","2005-07-06","2005-07-18","2005-07-18",
2005,2005000259,312,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000257,312,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000258,312,"2005-07-07","2005-07-07","2005-07-20","2005-07-20",
2005,2005000260,310,"2005-07-01","2005-07-01","2005-07-15","2005-07-15",
2005,2005000261,310,"2005-07-02","2005-07-02","2005-07-15","2005-07-15",
2005,2005000270,303,"2005-07-03","2005-07-03","2005-07-15","2005-07-15",
2005,2005000269,303,"2005-07-02","2005-07-02","2005-07-14","2005-07-14",
2005,2005000271,302,"2005-07-03","2005-07-03","2005-07-17","2005-07-17",
2005,2005000272,301,"2005-06-30","2005-06-30","2005-07-11","2005-07-11",
2005,2005000273,301,"2005-07-05","2005-07-05","2005-07-15","2005-07-15",
2005,2005000276,300,"2005-07-06","2005-07-06","2005-07-19","2005-07-19",
2005,2005000274,300,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000275,300,"2005-07-11","2005-07-11","2005-07-23","2005-07-23",
2005,2005000277,300,"2005-07-05","2005-07-05","2005-07-16","2005-07-16",
2005,2005000278,300,"2005-07-09","2005-07-09","2005-07-20","2005-07-20",
2005,2005000293,297,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000004,792,"2005-07-01","2005-07-01","2005-07-13","2005-07-13",
2005,2005000001,1342,"2005-07-03","2005-07-03","2005-07-15","2005-07-15",
2005,2005000256,1355,"2005-07-08","2005-07-08","2005-07-17","2005-07-17",
2005,2005000254,341,"2005-07-07","2005-07-07","2005-07-17","2005-07-17",
2005,2005000263,331,"2005-07-03","2005-07-03","2005-07-16","2005-07-16",
2005,2005000266,330,"2005-07-03","2005-07-03","2005-07-16","2005-07-16",
2005,2005000264,330,"2005-07-05","2005-07-05","2005-07-18","2005-07-18",
2005,2005000267,328,"2005-07-03","2005-07-03","2005-07-14","2005-07-14",
2005,2005000268,328,"2005-07-03","2005-07-03","2005-07-15","2005-07-15",
2005,2005000279,325,"2005-07-16","2005-07-16","2005-07-27","2005-07-27",
2005,2005000280,325,"2005-07-23","2005-07-23","2005-08-04","2005-08-04",
2005,2005000282,325,"2005-07-12","2005-07-12","2005-07-22","2005-07-22",
2005,2005000283,325,"2005-07-19","2005-07-19","2005-07-31","2005-07-31",
2005,2005000285,324,"2005-07-14","2005-07-14","2005-07-24","2005-07-24",
2005,2005000286,324,"2005-07-11","2005-07-11","2005-07-21","2005-07-21",
2005,2005000288,323,"2005-07-09","2005-07-09","2005-07-18","2005-07-18",
2005,2005000287,323,"2005-07-05","2005-07-05","2005-07-15","2005-07-15",
2005,2005000292,322,"2005-07-18","2005-07-18","2005-08-01","2005-08-01",
2005,2005000291,322,"2005-07-08","2005-07-08","2005-07-19","2005-07-19",
2005,2005000297,816,"2005-07-09","2005-07-09","2005-07-20","2005-07-20",
2005,2005000296,816,"2005-07-06","2005-07-06","2005-07-18","2005-07-18",
2005,2005000299,1104,"2005-06-30","2005-06-30","2005-07-11","2005-07-11",
2005,2005000315,365,"2005-07-05","2005-07-05","2005-07-15","2005-07-15",
2005,2005000314,359,"2005-07-01","2005-07-01","2005-07-14","2005-07-14",
2005,2005000313,359,"2005-07-08","2005-07-08","2005-07-20","2005-07-20",
2005,2005000312,359,"2005-07-02","2005-07-02","2005-07-14","2005-07-14",
2005,2005000310,359,"2005-06-29","2005-06-29","2005-07-13","2005-07-13",
2005,2005000309,358,"2005-07-09","2005-07-09","2005-07-23","2005-07-23",
2005,2005000307,355,"2005-07-10","2005-07-10","2005-07-16","2005-07-16",
2005,2005000306,355,"2005-07-06","2005-07-06","2005-07-18","2005-07-18",
2005,2005000308,355,"2005-07-12","2005-07-12","2005-07-18","2005-07-18",
2005,2005000290,354,"2005-07-14","2005-07-14","2005-07-31","2005-07-31",
2005,2005000289,348,"2005-07-08","2005-07-08","2005-07-18","2005-07-18",
2005,2005000294,1194,"2005-07-09","2005-07-09","2005-07-18","2005-07-18",
2005,2005000435,879,"2005-07-09","2005-07-09","2005-07-19","2005-07-19",
2005,2005000304,810,"2005-07-11","2005-07-11","2005-07-21","2005-07-21",
2005,2005000302,810,"2005-07-07","2005-07-07","2005-07-18","2005-07-18",
2005,2005000303,810,"2005-07-16","2005-07-16","2005-07-29","2005-07-29",
2005,2005000122,34,"2005-06-28","2005-06-28","2005-07-11","2005-07-11",
2005,2005000126,33,"2005-07-06","2005-07-06","2005-07-18","2005-07-18",
2005,2005000131,31,"2005-07-09","2005-07-09","2005-07-17","2005-07-17",
2005,2005000134,30,"2005-07-10","2005-07-10","2005-07-24","2005-07-24",
2005,2005000142,30,"2005-07-03","2005-07-03","2005-07-17","2005-07-17",
2005,2005000140,30,"2005-07-09","2005-07-09","2005-07-23","2005-07-23",
2005,2005000137,30,"2005-07-03","2005-07-03","2005-07-15","2005-07-15",
2005,2005000136,30,"2005-07-03","2005-07-03","2005-07-18","2005-07-18",
2005,2005000139,30,"2005-07-03","2005-07-03","2005-07-16","2005-07-16",
2005,2005000143,27,"2005-07-08","2005-07-08","2005-07-18","2005-07-18",
2005,2005000147,27,"2005-07-23","2005-07-23","2005-08-02","2005-08-02",
2005,2005000148,951,"2005-07-06","2005-07-06","2005-07-17","2005-07-17",
2005,2005000155,924,"2005-07-15","2005-07-15","2005-07-28","2005-07-28",
2005,2005000158,924,"2005-07-13","2005-07-13","2005-07-24","2005-07-24",
2005,2005000160,1129,"2005-07-16","2005-07-16","2005-07-28","2005-07-28",
2005,2005000316,1389,"2005-07-05","2005-07-05","2005-07-17","2005-07-17",
2005,2005000317,66,"2005-07-02","2005-07-02","2005-07-16","2005-07-16",
2005,2005000319,64,"2005-07-07","2005-07-07","2005-07-19","2005-07-19",
2005,2005000318,64,"2005-07-03","2005-07-03","2005-07-19","2005-07-19",
2005,2005000320,64,"2005-07-10","2005-07-10","2005-07-22","2005-07-22",
2005,2005000321,63,"2005-06-29","2005-06-29","2005-07-11","2005-07-11",
2005,2005000323,62,"2005-07-06","2005-07-06","2005-07-17","2005-07-17",
2005,2005000322,62,"2005-07-02","2005-07-02","2005-07-14","2005-07-14",
2005,2005000325,58,"2005-06-29","2005-06-29","2005-07-16","2005-07-16",
2005,2005000326,58,"2005-07-03","2005-07-03","2005-07-18","2005-07-18",
2005,2005000327,55,"2005-07-09","2005-07-09","2005-07-20","2005-07-20",
2005,2005000305,54,"2005-07-03","2005-07-03","2005-07-15","2005-07-15",
2005,2005000329,53,"2005-07-02","2005-07-02","2005-07-15","2005-07-15",
2005,2005000330,53,"2005-07-12","2005-07-12","2005-07-25","2005-07-25",
2005,2005000331,53,"2005-07-12","2005-07-12","2005-07-27","2005-07-27",
2005,2005000332,50,"2005-07-06","2005-07-06","2005-07-16","2005-07-16",
2005,2005000333,49,"2005-07-11","2005-07-11","2005-07-19","2005-07-19",
2005,2005000005,49,"2005-07-08","2005-07-08","2005-07-19","2005-07-19",
2005,2005000024,977,"2005-07-07","2005-07-07","2005-07-19","2005-07-19",
2005,2005000028,1150,"2005-07-11","2005-07-11","2005-07-23","2005-07-23",
2005,2005000029,1150,"2005-07-10","2005-07-10","2005-07-21","2005-07-21",
2005,2005000025,1150,"2005-07-06","2005-07-06","2005-07-15","2005-07-15",
2005,2005000116,389,"2005-07-03","2005-07-03","2005-07-13","2005-07-13",
2005,2005000118,386,"2005-06-29","2005-06-29","2005-07-12","2005-07-12",
2005,2005000121,386,"2005-07-05","2005-07-05","2005-07-13","2005-07-13",
2005,2005000125,386,"2005-07-02","2005-07-02","2005-07-15","2005-07-15",
2005,2005000127,383,"2005-07-11","2005-07-11","2005-07-19","2005-07-19",
2005,2005000129,382,"2005-06-29","2005-06-29","2005-07-13","2005-07-13",
2005,2005000133,381,"2005-07-18","2005-07-18","2005-07-29","2005-07-29",
2005,2005000130,381,"2005-07-06","2005-07-06","2005-07-17","2005-07-17",
2005,2005000135,378,"2005-07-10","2005-07-10","2005-07-23","2005-07-23",
2005,2005000141,377,"2005-07-13","2005-07-13","2005-07-27","2005-07-27",
2005,2005000144,377,"2005-07-10","2005-07-10","2005-07-21","2005-07-21",
2005,2005000152,375,"2005-06-29","2005-06-29","2005-07-13","2005-07-13",
2005,2005000150,375,"2005-07-07","2005-07-07","2005-07-18","2005-07-18",
2005,2005000146,375,"2005-07-06","2005-07-06","2005-07-18","2005-07-18",
2005,2005000006,374,"2005-07-06","2005-07-06","2005-07-17","2005-07-17",
2005,2005000007,374,"2005-07-11","2005-07-11","2005-07-23","2005-07-23",
2005,2005000162,372,"2005-07-14","2005-07-14","2005-07-26","2005-07-26",
2005,2005000163,372,"2005-07-05","2005-07-05","2005-07-14","2005-07-14",
2005,2005000164,1159,"2005-06-30","2005-06-30","2005-07-15","2005-07-15",
2005,2005000173,722,"2005-07-16","2005-07-16","2005-07-30","2005-07-30",
2005,2005000175,722,"2005-07-12","2005-07-12","2005-07-23","2005-07-23",
2005,2005000172,722,"2005-07-11","2005-07-11","2005-07-23","2005-07-23",
2005,2005000174,722,"2005-07-17","2005-07-17","2005-07-29","2005-07-29",
2005,2005000166,722,"2005-07-15","2005-07-15","2005-07-29","2005-07-29",
2005,2005000176,417,"2005-07-06","2005-07-06","2005-07-17","2005-07-17",
2005,2005000177,416,"2005-07-17","2005-07-17","2005-07-26","2005-07-26",
2005,2005000180,416,"2005-06-30","2005-06-30","2005-07-12","2005-07-12",
2005,2005000185,416,"2005-07-05","2005-07-05","2005-07-16","2005-07-16",
2005,2005000183,416,"2005-07-03","2005-07-03","2005-07-14","2005-07-14",
2005,2005000193,412,"2005-07-07","2005-07-07","2005-07-21","2005-07-21",
2005,2005000194,412,"2005-07-15","2005-07-15","2005-07-25","2005-07-25",
2005,2005000196,409,"2005-07-07","2005-07-07","2005-07-18","2005-07-18",
2005,2005000197,409,"2005-07-04","2005-07-04","2005-07-17","2005-07-17",
2005,2005000199,408,"2005-07-06","2005-07-06","2005-07-15","2005-07-15",
2005,2005000200,404,"2005-07-10","2005-07-10","2005-07-22","2005-07-22",
2005,2005000203,404,"2005-07-02","2005-07-02","2005-07-14","2005-07-14",
2005,2005000205,403,"2005-07-04","2005-07-04","2005-07-14","2005-07-14",
2005,2005000204,403,"2005-07-09","2005-07-09","2005-07-18","2005-07-18",
2005,2005000206,403,"2005-07-04","2005-07-04","2005-07-14","2005-07-14",
2005,2005000207,402,"2005-07-05","2005-07-05","2005-07-15","2005-07-15",
2005,2005000208,401,"2005-07-11","2005-07-11","2005-07-23","2005-07-23",
2005,2005000209,809,"2005-07-07","2005-07-07","2005-07-17","2005-07-17",
2005,2005000210,674,"2005-07-16","2005-07-16","2005-07-27","2005-07-27",
2005,2005000211,674,"2005-07-13","2005-07-13","2005-07-26","2005-07-26",
2005,2005000212,1093,"2005-07-13","2005-07-13","2005-07-26","2005-07-26",
2005,2005000035,433,"2005-07-08","2005-07-08","2005-07-19","2005-07-19",
2005,2005000038,433,"2005-07-11","2005-07-11","2005-07-26","2005-07-26",
2005,2005000033,433,"2005-07-07","2005-07-07","2005-07-19","2005-07-19",
2005,2005000040,432,"2005-07-03","2005-07-03","2005-07-13","2005-07-13",
2005,2005000043,426,"2005-07-11","2005-07-11","2005-07-20","2005-07-20",
2005,2005000058,991,"1911-01-01","1911-01-01","2005-08-06","2005-08-06",
2005,2005000338,88,"2005-07-03","2005-07-03","2005-07-20","2005-07-20",
2005,2005000337,84,"2005-06-28","2005-06-28","2005-07-08","2005-07-08",
2005,2005000336,84,"2005-07-04","2005-07-04","2005-07-11","2005-07-11",
2005,2005000335,83,"2005-07-03","2005-07-03","2005-07-16","2005-07-16",
2005,2005000334,79,"2005-07-08","2005-07-08","2005-07-19","2005-07-19",
2005,2005000097,465,"2005-07-15","2005-07-15","2005-07-25","2005-07-25",
2005,2005000098,464,"2005-07-05","2005-07-05","2005-07-17","2005-07-17",
2005,2005000101,464,"2005-07-16","2005-07-16","2005-07-24","2005-07-24",
2005,2005000103,461,"2005-07-07","2005-07-07","2005-07-17","2005-07-17",
2005,2005000008,461,"2005-06-28","2005-06-28","2005-07-11","2005-07-11",
2005,2005000105,461,"2005-07-05","2005-07-05","2005-07-19","2005-07-19",
2005,2005000106,458,"2005-07-06","2005-07-06","2005-07-15","2005-07-15",
2005,2005000111,456,"2005-07-02","2005-07-02","2005-07-14","2005-07-14",
2005,2005000113,450,"2005-07-03","2005-07-03","2005-07-14","2005-07-14",
2005,2005000016,485,"2005-06-27","2005-06-27","2005-07-12","2005-07-12",
2005,2005000017,485,"2005-07-11","2005-07-11","2005-07-22","2005-07-22",
2005,2005000019,483,"2005-07-08","2005-07-08","2005-07-19","2005-07-19",
2005,2005000020,480,"2005-07-04","2005-07-04","2005-07-20","2005-07-20",
2005,2005000023,477,"2005-07-05","2005-07-05","2005-07-18","2005-07-18",
2005,2005000022,477,"2005-07-07","2005-07-07","2005-07-19","2005-07-19",
2005,2005000026,472,"2005-07-05","2005-07-05","2005-07-15","2005-07-15",
2005,2005000030,780,"2005-07-06","2005-07-06","2005-07-19","2005-07-19",
2005,2005000032,713,"2005-07-05","2005-07-05","2005-07-18","2005-07-18",
2005,2005000067,517,"2005-07-08","2005-07-08","2005-07-15","2005-07-15",
2005,2005000073,517,"2005-07-11","2005-07-11","2005-07-20","2005-07-20",
2005,2005000070,517,"2005-07-02","2005-07-02","2005-07-13","2005-07-13",
2005,2005000086,515,"2005-07-11","2005-07-11","2005-07-20","2005-07-20",
2005,2005000085,515,"2005-07-07","2005-07-07","2005-07-19","2005-07-19",
2005,2005000087,512,"2005-07-13","2005-07-13","2005-07-25","2005-07-25",
2005,2005000090,511,"2005-07-01","2005-07-01","2005-07-12","2005-07-12",
2005,2005000093,509,"2005-07-03","2005-07-03","2005-07-15","2005-07-15",
2005,2005000168,534,"2005-06-28","2005-06-28","2005-07-12","2005-07-12",
2005,2005000167,534,"2005-06-30","2005-06-30","2005-07-13","2005-07-13",
2005,2005000341,124,"2005-07-04","2005-07-04","2005-07-17","2005-07-17",
2005,2005000343,124,"2005-07-05","2005-07-05","2005-07-17","2005-07-17",
2005,2005000342,124,"2005-07-06","2005-07-06","2005-07-15","2005-07-15",
2005,2005000340,124,"2005-07-03","2005-07-03","2005-07-16","2005-07-16",
2005,2005000339,124,"2005-07-05","2005-07-05","2005-07-17","2005-07-17",
2005,2005000344,124,"2005-07-06","2005-07-06","2005-07-18","2005-07-18",
2005,2005000347,120,"2005-07-11","2005-07-11","2005-07-20","2005-07-20",
2005,2005000345,120,"2005-07-02","2005-07-02","2005-07-13","2005-07-13",
2005,2005000346,120,"2005-07-12","2005-07-12","2005-07-20","2005-07-20",
2005,2005000348,119,"2005-07-02","2005-07-02","2005-07-12","2005-07-12",
2005,2005000349,119,"2005-07-03","2005-07-03","2005-07-12","2005-07-12",
2005,2005000350,118,"2005-07-14","2005-07-14","2005-07-24","2005-07-24",
2005,2005000328,118,"2005-07-07","2005-07-07","2005-07-17","2005-07-17",
2005,2005000351,118,"2005-07-18","2005-07-18","2005-07-28","2005-07-28",
2005,2005000352,117,"2005-06-30","2005-06-30","2005-07-11","2005-07-11",
2005,2005000353,116,"2005-06-28","2005-06-28","2005-07-11","2005-07-11",
2005,2005000354,116,"2005-06-30","2005-06-30","2005-07-12","2005-07-12",
2005,2005000355,114,"2005-07-05","2005-07-05","2005-07-17","2005-07-17",
2005,2005000356,113,"2005-07-01","2005-07-01","2005-07-13","2005-07-13",
2005,2005000357,113,"2005-07-13","2005-07-13","2005-07-22","2005-07-22",
2005,2005000358,113,"2005-07-17","2005-07-17","2005-08-04","2005-08-04",
2005,2005000359,113,"2005-07-10","2005-07-10","2005-07-23","2005-07-23",
2005,2005000360,112,"2005-07-01","2005-07-01","2005-07-16","2005-07-16",
2005,2005000361,112,"2005-07-04","2005-07-04","2005-07-18","2005-07-18",
2005,2005000362,109,"2005-07-11","2005-07-11","2005-07-21","2005-07-21",
2005,2005000363,101,"2005-07-19","2005-07-19","2005-07-29","2005-07-29",
2005,2005000364,1219,"2005-07-05","2005-07-05","2005-07-14","2005-07-14",
2005,2005000406,145,"2005-07-06","2005-07-06","2005-07-15","2005-07-15",
2005,2005000403,143,"2005-06-29","2005-06-29","2005-07-11","2005-07-11",
2005,2005000404,143,"2005-07-09","2005-07-09","2005-07-23","2005-07-23",
2005,2005000401,142,"2005-07-11","2005-07-11","2005-07-18","2005-07-18",
2005,2005000402,142,"2005-07-08","2005-07-08","2005-07-15","2005-07-15",
2005,2005000432,139,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000434,139,"2005-07-13","2005-07-13","2005-07-26","2005-07-26",
2005,2005000378,138,"2005-07-06","2005-07-06","2005-07-15","2005-07-15",
2005,2005000373,135,"2005-07-05","2005-07-05","2005-07-16","2005-07-16",
2005,2005000374,135,"2005-07-06","2005-07-06","2005-07-16","2005-07-16",
2005,2005000372,135,"2005-07-03","2005-07-03","2005-07-14","2005-07-14",
2005,2005000375,135,"2005-07-03","2005-07-03","2005-07-13","2005-07-13",
2005,2005000405,562,"2005-07-01","2005-07-01","2005-07-13","2005-07-13",
2005,2005000399,561,"2005-07-16","2005-07-16","2005-07-27","2005-07-27",
2005,2005000398,561,"2005-07-06","2005-07-06","2005-07-20","2005-07-20",
2005,2005000397,561,"2005-07-21","2005-07-21","2005-08-02","2005-08-02",
2005,2005000387,558,"2005-07-04","2005-07-04","2005-07-14","2005-07-14",
2005,2005000385,558,"2005-07-08","2005-07-08","2005-07-18","2005-07-18",
2005,2005000381,558,"2005-07-04","2005-07-04","2005-07-14","2005-07-14",
2005,2005000382,558,"2005-07-11","2005-07-11","2005-07-19","2005-07-19",
2005,2005000380,558,"2005-07-08","2005-07-08","2005-07-17","2005-07-17",
2005,2005000377,556,"2005-06-30","2005-06-30","2005-07-15","2005-07-15",
2005,2005000371,554,"2005-07-05","2005-07-05","2005-07-15","2005-07-15",
2005,2005000369,553,"2005-07-11","2005-07-11","2005-07-27","2005-07-27",
2005,2005000368,547,"2005-07-10","2005-07-10","2005-07-19","2005-07-19",
2005,2005000393,1568,"2005-07-05","2005-07-05","2005-07-16","2005-07-16",
2005,2005000396,584,"2005-07-05","2005-07-05","2005-07-19","2005-07-19",
2005,2005000395,583,"2005-07-08","2005-07-08","2005-07-18","2005-07-18",
2005,2005000379,580,"2005-07-03","2005-07-03","2005-07-16","2005-07-16",
2005,2005000376,578,"2005-07-03","2005-07-03","2005-07-15","2005-07-15",
2005,2005000370,576,"2005-07-04","2005-07-04","2005-07-15","2005-07-15",
2005,2005000366,569,"2005-07-13","2005-07-13","2005-07-26","2005-07-26",
2005,2005000365,569,"2005-07-11","2005-07-11","2005-07-26","2005-07-26",
2005,2005000195,610,"2005-07-06","2005-07-06","2005-07-16","2005-07-16",
2005,2005000201,606,"2005-07-08","2005-07-08","2005-07-18","2005-07-18",
2005,2005000202,1231,"2005-07-06","2005-07-06","2005-07-17","2005-07-17",
2005,2005000009,165,"2005-06-29","2005-06-29","2005-07-11","2005-07-11",
2005,2005000392,165,"2005-07-06","2005-07-06","2005-07-17","2005-07-17",
2005,2005000181,636,"2005-07-04","2005-07-04","2005-07-15","2005-07-15",
2005,2005000179,636,"2005-07-04","2005-07-04","2005-07-15","2005-07-15",
2005,2005000187,638,"2005-06-27","2005-06-27","2005-07-07","2005-07-07",
2005,2005000188,638,"2005-07-04","2005-07-04","2005-07-16","2005-07-16",
2005,2005000190,638,"2005-06-25","2005-06-25","2005-07-06","2005-07-06",
2005,2005000191,638,"2005-07-04","2005-07-04","2005-07-14","2005-07-14",
2005,2005000192,638,"2005-07-05","2005-07-05","2005-07-16","2005-07-16",
2005,2005000186,638,"2005-07-03","2005-07-03","2005-07-15","2005-07-15",
2005,2005000424,3565,"2005-07-10","2005-07-10","2005-07-22","2005-07-22",
2005,2005000425,3568,"2005-08-03","2005-08-03","2005-08-16","2005-08-16",
2005,2005000407,3583,"2005-07-03","2005-07-03","2005-08-01","2005-08-01",
2005,2005000409,3653,"2005-06-30","2005-06-30","2005-07-13","2005-07-13",
2005,2005000408,3652,"2005-07-03","2005-07-03","2005-07-13","2005-07-13",
2005,2005000386,1936,"2005-07-02","2005-07-02","2005-07-13","2005-07-13",
2005,2005000384,1936,"2005-07-05","2005-07-05","2005-07-16","2005-07-16",
2005,2005000411,1894,"1911-01-01","1911-01-01","2005-07-28","2005-07-28",
2005,2005000423,4031,"2005-07-09","2005-07-09","2005-07-22","2005-07-22",
2005,2005000414,2173,"2005-06-30","2005-06-30","2005-07-11","2005-07-11",
2005,2005000415,2174,"2005-07-05","2005-07-05","2005-07-18","2005-07-18",
2005,2005000388,2176,"2005-06-29","2005-06-29","2005-07-11","2005-07-11",
2005,2005000416,2175,"2005-07-02","2005-07-02","2005-07-17","2005-07-17",
2005,2005000422,2193,"2005-07-08","2005-07-08","2005-07-23","2005-07-23",
2005,2005000412,2085,"2005-07-02","2005-07-02","2005-07-18","2005-07-18",
2005,2005000413,2089,"2005-07-08","2005-07-08","2005-07-19","2005-07-19",
2005,2005000417,2246,"2005-07-05","2005-07-05","2005-07-17","2005-07-17",
2005,2005000011,2415,"2005-07-12","2005-07-12","2005-07-24","2005-07-24",
2005,2005000010,2415,"2005-07-04","2005-07-04","2005-07-18","2005-07-18",
2005,2005000418,2321,"2005-07-02","2005-07-02","2005-07-14","2005-07-14",
2005,2005000419,2328,"2005-07-01","2005-07-01","2005-07-15","2005-07-15",
2005,2005000421,2343,"2005-07-06","2005-07-06","2005-07-21","2005-07-21",
2005,2005000014,4161,"1911-01-01","1911-01-01","2005-07-25","2005-07-25",
2005,2005000420,2489,"2005-07-05","2005-07-05","2005-07-19","2005-07-19",
2005,2005000031,2881,"2005-07-18","2005-07-18","2005-08-02","2005-08-02",
2005,2005000077,2580,"2005-07-15","2005-07-15","2005-08-01","2005-08-01",
2005,2005000041,2883,"2005-07-19","2005-07-19","2005-08-06","2005-08-06",
2005,2005000061,2734,"2005-07-07","2005-07-07","2005-07-21","2005-07-21",
2005,2005000060,2734,"2005-07-13","2005-07-13","2005-07-20","2005-07-20",
2005,2005000062,2734,"2005-07-05","2005-07-05","2005-07-20","2005-07-20",
2005,2005000042,2886,"2005-07-10","2005-07-10","2005-07-22","2005-07-22",
2005,2005000078,2548,"2005-07-12","2005-07-12","2005-07-26","2005-07-26",
2005,2005000063,2739,"2005-07-06","2005-07-06","2005-07-16","2005-07-16",
2005,2005000072,2627,"2005-07-04","2005-07-04","2005-07-13","2005-07-13",
2005,2005000059,2783,"2005-07-13","2005-07-13","2005-07-27","2005-07-27",
2005,2005000080,2515,"2005-07-08","2005-07-08","2005-07-15","2005-07-15",
2005,2005000069,2667,"2005-07-11","2005-07-11","2005-07-21","2005-07-21",
2005,2005000013,2594,"2005-07-10","2005-07-10","2005-07-19","2005-07-19",
2005,2005000076,2635,"2005-07-10","2005-07-10","2005-07-25","2005-07-25",
2005,2005000064,2749,"2005-07-05","2005-07-05","2005-07-19","2005-07-19",
2005,2005000046,2901,"2005-07-06","2005-07-06","2005-07-19","2005-07-19",
2005,2005000057,2830,"2005-07-11","2005-07-11","2005-07-22","2005-07-22",
