cgPlaId,cgHdId,startDtEarly,startDtLate,endDtEarly,endDtLate,phenYear,phenNote
4891,2013000558,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
4892,2013000559,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
4892,2013000560,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
4892,2013000561,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
4892,2013000562,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-17 00:00:00","2013-08-17 00:00:00",2013,1 immature 8/16/13
4892,2013000563,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
4897,2013000564,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
4897,2013000565,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
4897,2013000566,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
4899,2013000567,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
4900,2013000568,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
4900,2013000569,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
4904,2013000571,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
4904,2013000572,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
4907,2013000573,"2013-08-05 00:00:00","2013-08-05 00:00:00","2013-08-21 00:00:00","2013-08-21 00:00:00",2013,
4907,2013000574,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
4909,2013000575,"2013-08-07 00:00:00","2013-08-07 00:00:00","2013-08-17 00:00:00","2013-08-17 00:00:00",2013,
4912,2013000576,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
4913,2013000577,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
4913,2013000578,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
4922,2013000579,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
4929,2013000580,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
4929,2013000581,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
4929,2013000582,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
4936,2013000583,"2013-08-02 00:00:00","2013-08-02 00:00:00","2013-08-16 00:00:00","2013-08-16 00:00:00",2013,
4971,2013000584,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
4993,2013000585,"2013-08-03 00:00:00","2013-08-03 00:00:00","2013-08-17 00:00:00","2013-08-17 00:00:00",2013,1 immature 8/16/13
4999,2013000586,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
4999,2013000587,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5005,2013000608,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
5005,2013000609,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
5005,2013000610,"2013-08-01 00:00:00","2013-08-01 00:00:00","2013-08-20 00:00:00","2013-08-20 00:00:00",2013,
5005,2013000611,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
5005,2013000612,"2013-07-28 00:00:00","2013-07-28 00:00:00","2013-08-16 00:00:00","2013-08-16 00:00:00",2013,
5005,2013000613,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
5007,2013000614,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
5008,2013000615,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
5010,2013000616,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-25 00:00:00","2013-07-25 00:00:00",2013,
5010,2013000617,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
5013,2013000618,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5020,2013000619,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-23 00:00:00","2013-07-23 00:00:00",2013,
5022,2013000620,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
5025,2013000621,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5025,2013000622,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5026,2013000623,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5027,2013002377,"2013-08-23 00:00:00","2013-08-23 00:00:00","2013-09-17 00:00:00","2013-09-17 00:00:00",2013,found by kmk & le 26Aug; first day estimated 26Aug;done flowering due to grasshopper damage
5029,2013000624,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5031,2013000625,"2013-07-30 00:00:00","2013-07-30 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
5031,2013000626,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
5038,2013000627,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5056,2013000628,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
5057,2013000629,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-23 00:00:00","2013-07-23 00:00:00",2013,
5067,2013000631,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5089,2013000632,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
5104,2013000633,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5106,2013000634,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5125,2013000648,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5125,2013000649,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5125,2013000650,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5126,2013000651,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
5127,2013000652,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
5130,2013000653,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,
5132,2013000654,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5132,2013000655,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5132,2013000656,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
5133,2013000657,"2013-07-28 00:00:00","2013-07-28 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
5134,2013000658,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
5135,2013000659,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5135,2013000660,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5136,2013000661,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
5141,2013000662,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
5149,2013000663,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
5149,2013000664,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
5149,2013000665,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
5167,2013000666,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
5174,2013000667,"2013-07-28 00:00:00","2013-07-28 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
5174,2013000668,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
5176,2013000669,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
5176,2013000670,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
5176,2013000671,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5179,2013000672,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5179,2013000673,"2013-08-06 00:00:00","2013-08-06 00:00:00","2013-08-20 00:00:00","2013-08-20 00:00:00",2013,
5179,2013000674,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5179,2013000675,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5181,2013000676,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5181,2013000677,"2013-07-29 00:00:00","2013-07-29 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
5181,2013000678,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5181,2013000679,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
5181,2013000680,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5181,2013000681,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5181,2013000682,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5182,2013000683,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5182,2013000684,"2013-08-01 00:00:00","2013-08-01 00:00:00","2013-08-18 00:00:00","2013-08-18 00:00:00",2013,Damaged
5186,2013000685,"2013-07-29 00:00:00","2013-07-29 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
5186,2013000686,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
5186,2013000687,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
5221,2013000690,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
5221,2013000691,"2013-08-01 00:00:00","2013-08-01 00:00:00","2013-08-20 00:00:00","2013-08-20 00:00:00",2013,1 imm 8/19/13
5222,2013000692,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5222,2013000693,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5222,2013000694,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-24 00:00:00","2013-07-24 00:00:00",2013,
5222,2013000695,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5225,2013000696,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,1st day est
5226,2013000697,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
5227,2013000698,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5231,2013000699,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
5236,2013000700,"2013-07-10 00:00:00","2013-07-10 00:00:00","2013-07-21 00:00:00","2013-07-21 00:00:00",2013,
5245,2013000719,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5245,2013000720,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
5246,2013000721,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5246,2013000722,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
5247,2013000723,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5249,2013000724,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
5249,2013000725,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5249,2013000726,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
5249,2013000727,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
5251,2013000728,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
5253,2013000729,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5253,2013000730,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5258,2013000731,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5262,2013000732,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5263,2013000733,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-25 00:00:00","2013-07-25 00:00:00",2013,
5263,2013000734,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
5278,2013000735,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5278,2013000736,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
5280,2013000737,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-16 00:00:00","2013-08-16 00:00:00",2013,
5281,2013000738,"2013-07-28 00:00:00","2013-07-28 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
5287,2013000739,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5287,2013000740,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
5287,2013000741,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5287,2013000742,"2013-07-28 00:00:00","2013-07-28 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
5289,2013000743,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5289,2013000744,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
5290,2013000745,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
5293,2013000746,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-16 00:00:00","2013-08-16 00:00:00",2013,
5298,2013000747,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5298,2013000748,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
5298,2013000749,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
5299,2013000750,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5299,2013000751,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
5301,2013000752,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5301,2013000753,"2013-07-13 00:00:00","2013-07-13 00:00:00","2013-07-21 00:00:00","2013-07-21 00:00:00",2013,
5301,2013000754,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
5303,2013000755,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
5303,2013000756,"2013-07-30 00:00:00","2013-07-30 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
5303,2013000757,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5308,2013000758,"2013-08-01 00:00:00","2013-08-01 00:00:00","2013-08-17 00:00:00","2013-08-17 00:00:00",2013,
5308,2013000759,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
5316,2013000760,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
5336,2013000761,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
5337,2013000762,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
5338,2013000763,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
5342,2013000764,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5342,2013000765,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5342,2013000766,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5342,2013000767,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5342,2013000768,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5344,2013000769,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5344,2013000770,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
5351,2013000771,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
5369,2013000790,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5379,2013000791,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5384,2013000792,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
5384,2013000793,"2013-08-03 00:00:00","2013-08-03 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,Strange head maybe inect?
5406,2013002676,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,
5407,2013000794,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5407,2013000795,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5411,2013000796,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5414,2013000797,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5421,2013000798,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
5423,2013000799,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-24 00:00:00","2013-07-24 00:00:00",2013,
5423,2013000800,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5423,2013000801,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
5427,2013000802,"2013-08-03 00:00:00","2013-08-03 00:00:00","2013-08-18 00:00:00","2013-08-18 00:00:00",2013,
5427,2013000803,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
5429,2013000804,"2013-08-03 00:00:00","2013-08-03 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,Small
5433,2013000805,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-14 00:00:00","2013-08-14 00:00:00",2013,
5436,2013000806,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5436,2013000807,"2013-08-09 00:00:00","2013-08-09 00:00:00","2013-08-16 00:00:00","2013-08-16 00:00:00",2013,
5463,2013000808,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
5464,2013000809,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
5464,2013000810,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
5470,2013000811,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
5471,2013000812,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
5494,2013000820,"2013-07-28 00:00:00","2013-07-28 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
5501,2013000821,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5502,2013000822,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5505,2013000823,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5505,2013000824,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5505,2013000825,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5505,2013000826,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5524,2013000827,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5525,2013000828,"2013-07-12 00:00:00","2013-07-12 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5525,2013000829,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5530,2013000830,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
5530,2013000831,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
5544,2013000832,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
5544,2013000833,"2013-08-07 00:00:00","2013-08-07 00:00:00","2013-08-19 00:00:00","2013-08-19 00:00:00",2013,
5552,2013000834,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
5552,2013000835,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-08 00:00:00","2013-08-08 00:00:00",2013,
5554,2013000836,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-16 00:00:00","2013-08-16 00:00:00",2013,
5559,2013000837,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
5559,2013000838,"2013-08-03 00:00:00","2013-08-03 00:00:00","2013-08-18 00:00:00","2013-08-18 00:00:00",2013,Damaged
5560,2013000839,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
5560,2013000840,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
5560,2013000841,"2013-08-01 00:00:00","2013-08-01 00:00:00","2013-08-18 00:00:00","2013-08-18 00:00:00",2013,
5568,2013000842,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
5587,2013000843,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
5591,2013000844,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
5606,2013000855,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
5609,2013000856,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
5614,2013000857,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
5620,2013000858,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
