"cgPlaId","row","pos","yrPlanted","ld1996","ld1997","ld1998","ld1999","fl1999","hdCt1999","achCt1999","ld2000","fl2000","hdCt2000","achCt2000","ld2001","fl2001","hdCt2001","ld2002","fl2002","hdCt2002","achCt2002","ld2003","fl2003","hdCt2003","achCt2003","ld2004","fl2004","hdCt2004","achCt2004","ld2005","fl2005","hdCt2005","achCt2005","ld2006","fl2006","hdCt2006","achCt2006","ld2007","fl2007","hdCt2007","achCt2007","ld2008","fl2008","hdCt2008","achCt2008","ld2009","fl2009","hdCt2009","achCt2009","ld2010","fl2010","hdCt2010","achCt2010","ld2011","fl2011","hdCt2011","achCt2011","ld2012","fl2012","hdCt2012","achCt2012","ld2013","fl2013","hdCt2013","achCt2013","ld2014","fl2014","hdCt2014","ld2015","fl2015","hdCt2015","ld2016","fl2016","hdCt2016","ld2017","fl2017","hdCt2017","ld2018","fl2018","hdCt2018"
"9520","52.00","913.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9521","52.00","914.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9522","52.00","914.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9523","52.00","915.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9524","52.00","915.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9525","52.00","916.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9526","52.00","916.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9527","52.00","917.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9528","52.00","917.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9529","52.00","918.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9530","52.00","919.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9531","52.00","919.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9532","52.00","920.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9533","52.00","920.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9534","52.00","921.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9535","52.00","921.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9536","52.00","922.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9537","52.00","922.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9538","52.00","923.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9539","52.00","923.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9540","52.00","924.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9541","52.00","924.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9542","52.00","925.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9543","52.00","925.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"9544","52.00","926.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9545","52.00","926.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9546","52.00","927.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9547","52.00","927.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0"
"9548","52.00","928.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9549","52.00","929.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9550","52.00","929.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9551","52.00","930.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9552","52.00","930.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9553","52.00","931.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9554","52.00","931.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9555","52.00","932.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9556","52.00","932.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"9557","52.00","933.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9558","52.00","933.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9559","52.00","934.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9560","52.00","934.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9561","52.00","935.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9562","52.00","935.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9563","52.00","936.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9564","52.00","936.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9565","52.00","937.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"9566","52.00","937.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9567","52.00","938.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9568","52.00","938.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0"
"9569","52.00","939.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0"
"9570","52.00","939.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"9571","52.00","940.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9572","52.00","940.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9573","52.00","941.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9574","52.00","941.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","365","1","0","0","0","1","1","4","672","1","0","0","1","1","2","1","0","0","1","0","0","1","0","0"
"9575","52.00","942.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9576","52.00","942.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9577","52.00","943.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0"
"9578","52.00","943.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"9579","52.00","944.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"9580","52.00","944.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9581","52.00","945.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9582","52.00","945.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9583","52.00","946.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"9584","52.00","946.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9585","52.00","947.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9586","52.00","947.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"9587","52.00","948.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0"
"9588","52.00","948.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9589","52.00","949.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9590","52.00","949.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9591","52.00","950.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"9592","52.00","950.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9593","52.00","951.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9594","52.00","951.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","165","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9595","52.00","952.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","173","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9596","52.00","952.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","158","1","0","0","0","1","1","1","97","1","1","1","1","0","0","1","0","0","1","0","0","1","0","0"
"9597","52.00","953.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","2","413","1","0","0","1","1","2","1","0","0","1","0","0","1","1","2"
"9598","52.00","953.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9599","52.00","954.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9600","52.00","954.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9601","52.00","955.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","195","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9602","52.00","955.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9603","52.00","956.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9604","52.00","956.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9605","52.00","957.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9606","52.00","957.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9607","52.00","958.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9608","52.00","958.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9609","52.00","959.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9610","52.00","959.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9611","52.00","960.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9612","52.00","960.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
"9613","52.00","961.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"9614","52.00","961.50","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9615","52.00","962.00","2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
